cleaned,sentiment,sentiment_label_values
here are one of the amazing benefits of fiber internet for hospitals hospitals healthcare doctors covid medical health hospital doctor medicine nurses coronavirus physicians nurse surgery telemedicine medicalbilling schools clinics surgeon digitalhealth ,positive,1
 scientificresearch could widespread use of antiviral treatment curb the covid pandemic modeling study covid science health medical study research covid sarscov ,neutral,0
i not taking covid health advise from the govt never have ,neutral,0
flags representing americans who died of covid work by artist suzanne brennan firstenberg on the national mall last credit brynn anderson associated press via covid ,neutral,0
 lashow news covid coronavirus pandemic monkeypox unitedstates health climatecrisis climatechange ,neutral,0
here the health advice that led to covid isolation rules being dropped via however prof kelly has strongly encouraged people with any respiratory illness and those who contract covid to stay home while they have symptoms auspol,neutral,0
it okay to not be okay college students are experiencing mental health impacts and issues directly related to covid you re not alone covid student university college stress anxiety mentalhealth ,neutral,0
 america individualist bent has shaped its entire health care system which ties health to wealth amp employment that system is organized around treating sick people at great and wasteful expense instead of preventing communities from falling sick in the first place covid ,neutral,0
fda to authorize new covid boosters without trials in people ,neutral,0
report fauci couple net worth grew by during pandemic via fauci covid,neutral,0
 scientificresearch measuring anxiety and fear of covid among older people psychometric properties of anxiety and fe covid science health medical study research covid sarscov ,negative,-1
thrilled for the continuing relationship amp proud of all the accomplishments that the collaboration has brought to az the presentation az health equity conference is another example of how we work together to vax vulnerable folks against covid ,positive,1
their catastrophic handling of the covid pandemic costing health businesses amp lives their underfunding amp dismantling of the nhs cuts to public services including police fire socialservices amp education the grenfell disaster cuts to already inadequate benefits ,negative,-1
from needles and syringes to gloves and masks we deliver the medical supplies you need to help keep your patients healthy medicalsupplies medical covid healthcare medicalequipment medicaldevices hospital health doctor medicalsupply pharmacy medicaldevice wheel ,positive,1
listening to in which getting hard because they believe criminal lying media amp health ep talking shingles amp vaccines whish could get shingles vaccine after all talking getting covid boosters shingles one of thousands mrna side effects ,negative,-1
